Solvent,Temperature_K,Density_g/cm^3,Source
n-Dodecane,295.15,0.74795,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,296.15,0.74721,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,297.15,0.74647,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,298.15,0.74573,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,299.15,0.74499,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,300.15,0.74425,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,301.15,0.74351,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,302.15,0.74277,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,303.15,0.74203,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,304.15,0.74129,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,305.15,0.74055,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,306.15,0.73981,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,307.15,0.73907,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,308.15,0.73834,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,309.15,0.73760,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,310.15,0.73686,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,311.15,0.73612,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,312.15,0.73538,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,313.15,0.73464,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,314.15,0.73390,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,315.15,0.73317,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,316.15,0.73243,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,317.15,0.73169,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,318.15,0.73095,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,319.15,0.73021,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,320.15,0.72947,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,321.15,0.72873,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,322.15,0.72800,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,323.15,0.72726,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,324.15,0.72652,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,325.15,0.72578,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,326.15,0.72504,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,327.15,0.72430,"NIST Chemistry WebBook, SRD 69"
n-Dodecane,328.15,0.72356,"NIST Chemistry WebBook, SRD 69"
isopropanol,303.15,0.7770,"TRC Data Bases for Chemistry and Engineering-TRC Thermodynamic Tables, Version 1.1; Thermodynamic Research Center, The Texas A&M University System: College Station, TX, 1994. The Texas A&M University System: College Station, TX, 1994."
isopropanol,313.15,0.7683,"TRC Data Bases for Chemistry and Engineering-TRC Thermodynamic Tables, Version 1.1; Thermodynamic Research Center, The Texas A&M University System: College Station, TX, 1994. The Texas A&M University System: College Station, TX, 1994."
isopropanol,323.15,0.7593,"TRC Data Bases for Chemistry and Engineering-TRC Thermodynamic Tables, Version 1.1; Thermodynamic Research Center, The Texas A&M University System: College Station, TX, 1994. The Texas A&M University System: College Station, TX, 1994."
isopropanol,303.15,0.7768,10.1021/jp109851k
isopropanol,313.15,0.7680,10.1021/jp109851k
isopropanol,323.15,0.7593,10.1021/jp109851k
isopropanol,298.15,0.7810,10.1021/je400630f
isopropanol,298.15,0.780856,10.1021/je100818t
isopropanol,298.15,0.78136,10.1016/j.molliq.2006.02.007
isopropanol,303.15,0.77709,10.1016/j.molliq.2006.02.007
isopropanol,308.15,0.77275,10.1016/j.molliq.2006.02.007
n-butanol,283.15,0.8173,10.1021/je400630f
n-butanol,293.15,0.8096,10.1021/je400630f
n-butanol,298.15,0.8058,10.1021/je400630f
n-butanol,303.15,0.8021,10.1021/je400630f
n-butanol,313.15,0.7943,10.1021/je400630f
n-butanol,293.15,0.809660,10.1021/je100818t
n-butanol,298.15,0.805845,10.1021/je100818t
n-butanol,303.15,0.802004,10.1021/je100818t
n-butanol,313.15,0.794222,10.1021/je100818t
n-butanol,313.15,0.7947,10.1021/je980104d
n-pentanol,283.15,0.8220,10.1021/je400630f
n-pentanol,293.15,0.8147,10.1021/je400630f
n-pentanol,298.15,0.8112,10.1021/je400630f
n-pentanol,303.15,0.8075,10.1021/je400630f
n-pentanol,313.15,0.8000,10.1021/je400630f
n-pentanol,283.15,0.82195,10.1021/je301095j
n-pentanol,293.15,0.81460,10.1021/je301095j
n-pentanol,293.15,0.81463,10.1021/je1013476
n-pentanol,298.15,0.81092,10.1016/j.molliq.2006.02.007
n-pentanol,298.15,0.81096,10.1021/je1013476
n-pentanol,303.15,0.80725,10.1021/je301095j
n-pentanol,303.15,0.807,10.1021/je1013476
n-pentanol,313.15,0.7999,10.1021/je301095j
n-propanol,298.15,0.79996,10.1016/j.molliq.2006.02.007
n-propanol,303.15,0.79593,10.1016/j.molliq.2006.02.007
n-propanol,308.15,0.79186,10.1016/j.molliq.2006.02.007
n-propanol,303.15,0.7956,10.1021/je049685z
n-propanol,313.15,0.7876,10.1021/je049685z
n-propanol,323.15,0.7791,10.1021/je049685z
n-propanol,333.15,0.7706,10.1021/je049685z
n-propanol,288.15,0.807494,10.1021/je100818t
n-propanol,293.15,0.803516,10.1021/je100818t
n-propanol,298.15,0.799506,10.1021/je100818t
n-propanol,303.15,0.795476,10.1021/je100818t
n-propanol,308.15,0.791406,10.1021/je100818t
n-propanol,313.15,0.787296,10.1021/je100818t
n-propanol,298.15,0.7993,10.1016/j.jct.2008.06.013
n-propanol,308.15,0.7913,10.1016/j.jct.2008.06.013
n-propanol,318.15,0.7833,10.1016/j.jct.2008.06.013
n-heptanol,283.15,0.8296,10.1021/je400630f
n-heptanol,293.15,0.8226,10.1021/je400630f
n-heptanol,298.15,0.8191,10.1021/je400630f
n-heptanol,303.15,0.8156,10.1021/je400630f
n-heptanol,313.15,0.8084,10.1021/je400630f
n-heptanol,303.15,0.8153,10.1021/je980104d
n-heptanol,313.15,0.8082,10.1021/je980104d
n-heptanol,323.15,0.7994,10.1021/je980104d
n-heptanol,293.15,0.8223,10.1021/je980177x
n-heptanol,298.15,0.8187 ,10.1021/je980177x
n-heptanol,308.15,0.8117,10.1016/S0378-3812(97)00267-7
n-heptanol,313.15, 0.8083,10.1016/S0378-3812(97)00267-7
n-octanol,283.15,0.8321,10.1021/je400630f
n-octanol,293.15,0.8252,10.1021/je400630f
n-octanol,298.15,0.8219,10.1021/je400630f
n-octanol,303.15,0.8184,10.1021/je400630f
n-octanol,313.15,0.8114,10.1021/je400630f
n-octanol,293.15,0.8253,10.1021/je980177x
n-octanol,298.15,0.8218,10.1021/je980177x
n-octanol,303.15,0.8181,10.1021/je980104d
n-octanol,313.15, 0.8111,10.1021/je980104d
n-octanol,323.15,0.8023,10.1021/je980104d
n-octanol, 303.15, 0.8181,10.1021/je9700636
n-octanol,313.15, 0.8112,10.1021/je9700636
n-octanol,323.15,0.8038,10.1021/je9700636
n-nonanol,283.15,0.8350,10.1021/je400630f
n-nonanol,293.15,0.8281,10.1021/je400630f
n-nonanol,298.15,0.8247,10.1021/je400630f
n-nonanol,303.15,0.8213,10.1021/je400630f
n-nonanol,313.15,0.8143,10.1021/je400630f
n-nonanol,293.15,0.8279,10.1021/je980177x
n-nonanol,298.15, 0.8244,10.1021/je980177x
n-nonanol,308.15,0.8176,10.1016/S0378-3812(97)00267-7
n-nonanol,313.15,0.8143,10.1016/S0378-3812(97)00267-7
n-nonanol,293.15, 0.82797,10.1016/j.fluid.2003.12.007
n-nonanol,298.15,0.82457,10.1016/j.fluid.2003.12.007
n-nonanol,308.15,0.81832,10.1016/j.fluid.2003.12.007
n-nonanol,318.15,0.80898,10.1016/j.fluid.2003.12.007
n-decanol,283.15,0.8366,10.1021/je400630f
n-decanol,293.15,0.8299,10.1021/je400630f
n-decanol,298.15,0.8265,10.1021/je400630f
n-decanol,303.15,0.8230,10.1021/je400630f
n-decanol,313.15,0.8162,10.1021/je400630f
n-decanol,293.15,0.83028,10.1016/j.fluid.2003.12.007
n-decanol,298.15, 0.82698,10.1016/j.fluid.2003.12.007
n-decanol,308.15, 0.81984,10.1016/j.fluid.2003.12.007
n-decanol,318.15,0.81135,10.1016/j.fluid.2003.12.007
anisole,303.15,0.9843,10.1021/je980104d
anisole,313.15,0.9749,10.1021/je980104d
anisole,323.15, 0.9635,10.1021/je980104d
anisole,298.15,0.9889,10.1021/je049610v
anisole,303.15,0.9841,10.1021/je049610v
anisole,308.15,0.9794,10.1021/je049610v
anisole,303.15,0.9844,10.1016/j.jct.2019.04.018
anisole,308.15,0.9798,10.1016/j.jct.2019.04.018
anisole,313.15, 0.9750 ,10.1016/j.jct.2019.04.018
ethyl acetate,293.15,0.900443,10.1021/acs.jced.5b00009
ethyl acetate,298.15,0.894374,10.1021/acs.jced.5b00009
ethyl acetate,303.15,0.888256,10.1021/acs.jced.5b00009
ethyl acetate,308.15,0.882093,10.1021/acs.jced.5b00009
ethyl acetate,313.15,0.875884,10.1021/acs.jced.5b00009
ethyl acetate,318.15,0.869621,10.1021/acs.jced.5b00009
ethyl acetate,323.15,0.863303,10.1021/acs.jced.5b00009
ethyl acetate,293.15,0.90052,10.1016/j.jct.2007.05.004
ethyl acetate,298.15,0.89443,10.1016/j.jct.2007.05.004
ethyl acetate,303.15,0.8883,10.1016/j.jct.2007.05.004
ethyl acetate,278.15,0.9185,10.1021/je9005618
ethyl acetate,288.15,0.90648,10.1021/je9005618
ethyl acetate,298.15,0.89433,10.1021/je9005618
ethyl acetate,308.15,0.88202,10.1021/je9005618
ethyl acetate,318.15,0.86952,10.1021/je9005618
ethyl acetate,328.15,0.85685,10.1021/je9005618
ethyl acetate,298.15,0.8946,10.1021/je960090g
ethyl acetate,303.15,0.8885,10.1021/je960090g
ethyl acetate,308.15,0.8825,10.1021/je960090g
n-butyl acetate,293.15,0.88104,10.1021/je050001c
n-butyl acetate,298.15,0.87645,10.1021/je050001c
n-butyl acetate,303.15,0.87130,10.1021/je050001c
n-butyl acetate,308.15,0.86625,10.1021/je050001c
n-butyl acetate,313.15,0.86184,10.1021/je050001c
n-butyl acetate,318.15,0.85732,10.1021/je050001c
n-butyl acetate,298.15,0.8748,10.1021/je300085z
n-butyl acetate,303.15,0.8702,10.1021/je300085z
n-butyl acetate,308.15,0.8659,10.1021/je300085z
n-butyl acetate,313.15,0.8609,10.1021/je300085z
n-propyl acetate,298.15,0.8831,10.1021/je980218p
n-propyl acetate,303.15,0.8774,10.1021/je980218p
n-propyl acetate,308.15,0.8718,10.1021/je980218p
n-propyl acetate,313.15,0.86570 ,10.1016/j.jct.2013.02.022
n-propyl acetate,298.15,0.8824,10.1021/je9800454
n-propyl acetate,303.15,0.8767,10.1021/je9800454
n-propyl acetate,308.15,0.8713,10.1021/je9800454
n-propyl acetate,298.15,0.88261,10.1021/ie302343v
acetic acid,293.15,1.04975,10.1016/j.molliq.2014.09.055
acetic acid,298.15,1.04413,10.1016/j.molliq.2014.09.055
acetic acid,303.15,1.03848,10.1016/j.molliq.2014.09.055
acetic acid,308.15,1.03283,10.1016/j.molliq.2014.09.055
acetic acid,313.15,1.02718,10.1016/j.molliq.2014.09.055
acetic acid,293.15,1.04930,10.1021/je0342825
acetic acid,298.15,1.04365,10.1021/je0342825
acetic acid,303.15,1.03800,10.1021/je0342825
ethyl formate,303.15,0.9083,10.1021/je700150e
ethyl formate,308.15,0.9015,10.1021/je700150e
ethyl formate,313.15,0.8948,10.1021/je700150e
ethyl formate,298.15,0.91598,10.1021/je0003290
ethyl formate,303.15,0.9078,10.1134/s0036024414120061
ethyl formate,293.15,0.92080,10.1021/je970225y
ethyl formate,303.15,0.90760,10.1021/je970225y
ethyl formate,313.15,0.89360,10.1021/je970225y
ethyl formate,323.15,0.8839,10.1021/je970225y
propionic acid,293.15,0.99333,10.1016/j.jct.2012.07.019
propionic acid,298.15,0.98794,10.1016/j.jct.2012.07.019
propionic acid,303.15,0.98254,10.1016/j.jct.2012.07.019
propionic acid,308.15,0.97714,10.1016/j.jct.2012.07.019
propionic acid,313.15,0.97175,10.1016/j.jct.2012.07.019
propionic acid,293.15,0.99388,10.1016/j.jct.2012.07.019
propionic acid,298.15,0.98848,10.1016/j.jct.2012.07.019
propionic acid,303.15,0.98307,10.1016/j.jct.2012.07.019
propionic acid,308.15,0.97767,10.1016/j.jct.2012.07.019
propionic acid,313.15,0.97227,10.1016/j.jct.2012.07.019
propionic acid,293.15,0.9939,10.1016/j.jct.2014.06.004
propionic acid,298.15,0.9885,10.1016/j.jct.2014.06.004
propionic acid,303.15,0.9831,10.1016/j.jct.2014.06.004
propionic acid,308.15,0.9777,10.1016/j.jct.2014.06.004
propionic acid,313.15,0.9723,10.1016/j.jct.2014.06.004
n-butyric acid,293.15,0.9578,10.1016/j.jct.2012.07.019
n-butyric acid,298.15,0.9528,10.1016/j.jct.2012.07.019
n-butyric acid,303.15,0.9479,10.1016/j.jct.2012.07.019
n-butyric acid,308.15,0.9429,10.1016/j.jct.2012.07.019
n-butyric acid,313.15,0.9381,10.1016/j.jct.2012.07.019
n-butyric acid,293.15, 0.9576,10.1021/je970005k
n-butyric acid, 298.15,0.9528,10.1021/je970005k
n-butyric acid, 303.15,0.9479,10.1021/je970005k
n-butyric acid, 308.15,0.9429,10.1021/je970005k
n-butyric acid,313.15,0.9379,10.1021/je970005k
n-butyric acid,318.15,0.9329,10.1021/je970005k
n-butyric acid, 323.15 , 0.9279,10.1021/je970005k
"1,4-dioxane",298.15,1.02792,10.1021/je400659p
"1,4-dioxane",303.15,1.02227,10.1021/je400659p
"1,4-dioxane",313.15,1.01091,10.1021/je400659p
"1,4-dioxane",323.15,0.99949,10.1021/je400659p
"1,4-dioxane",283.15,1.04691,10.1021/je800136t
"1,4-dioxane",293.15,1.03503,10.1021/je800136t
"1,4-dioxane",303.15,1.02271,10.1021/je800136t
"1,4-dioxane",313.15,1.01132,10.1021/je800136t
"1,4-dioxane",323.15,0.99912,10.1021/je800136t
"1,4-dioxane",333.15,0.98792,10.1021/je800136t
"1,4-dioxane",343.15,0.97661,10.1021/je800136t
"1,4-dioxane",293.15,1.03364,10.1071/CH9921109
"1,4-dioxane",303.15,1.02255,10.1071/CH9921109
"1,4-dioxane",313.15,1.01129,10.1071/CH9921109
"1,4-dioxane",323.15,0.999838,10.1071/CH9921109
"1,4-dioxane",333.15,0.988249,10.1071/CH9921109
"1,4-dioxane",343.15,0.976726,10.1071/CH9921109
Methyl Acetate,278.15,0.95304,10.1021/je9005618
Methyl Acetate,288.15,0.94012,10.1021/je9005618
Methyl Acetate,298.15,0.92701,10.1021/je9005618
Methyl Acetate,308.15,0.91368,10.1021/je9005618
Methyl Acetate,318.15,0.90013,10.1021/je9005618
Methyl Acetate,293.15,0.93356,10.1016/j.jct.2007.05.004
Methyl Acetate,298.15,0.92698,10.1016/j.jct.2007.05.004
Methyl Acetate, 303.15,0.92034,10.1016/j.jct.2007.05.004
Methyl Acetate,298.15,0.9285,10.1021/je980218p
Methyl Acetate,303.15,0.9218,10.1021/je980218p
Methyl Acetate,308.15,0.9152,10.1021/je980218p
acetone,278.15,0.80741,10.1021/je9005618
acetone,288.15,0.79614,10.1021/je9005618
acetone,298.15,0.78476,10.1021/je9005618
acetone,308.15,0.77321,10.1021/je9005618
acetone,318.15,0.76147,10.1021/je9005618
acetone,298.15,0.78437,10.1021/je0497000
acetone,298.15,0.78547,10.1021/je050010l
acetone,308.15,0.77391,10.1021/je050010l
acetone,293.15,0.7901,10.1021/je60069a011
acetone,298.15,0.7844,10.1021/je60069a011
acetone,308.15,0.773,10.1021/je60069a011
acetone,318.15,0.7613,10.1021/je60069a011
acetone,288.15,0.7966,10.1021/je020077y
acetone,298.15,0.7852,10.1021/je020077y
acetone,308.15,0.7736,10.1021/je020077y
acetonitrile,293.15,0.782308,10.1016/j.molliq.2015.06.041
acetonitrile,298.15,0.776921,10.1016/j.molliq.2015.06.041
acetonitrile,303.15,0.771487,10.1016/j.molliq.2015.06.041
acetonitrile,308.15,0.766031,10.1016/j.molliq.2015.06.041
acetonitrile,313.15,0.760541,10.1016/j.molliq.2015.06.041
acetonitrile,318.15,0.755014,10.1016/j.molliq.2015.06.041
acetonitrile,323.15,0.749449,10.1016/j.molliq.2015.06.041
acetonitrile,328.15,0.743844,10.1016/j.molliq.2015.06.041
acetonitrile,333.15,0.738212,10.1016/j.molliq.2015.06.041
acetonitrile,298.15,0.77693,10.1021/je700266n
acetonitrile,303.15,0.77144,10.1021/je700266n
acetonitrile,308.15,0.76597,10.1021/je700266n
acetonitrile,313.15,0.76068,10.1021/je700266n
acetonitrile,298.15,0.77653,10.1021/je050165t
acetonitrile,303.15,0.77112,10.1021/je050165t
acetonitrile,308.15,0.76566,10.1021/je050165t
acetonitrile,313.15,0.76016,10.1021/je050165t
acetonitrile,318.15,0.754462,10.1021/je050165t
gamma-butyrolactone,293.15,1.128699,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,298.15,1.123791,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,303.15,1.118877,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,308.15,1.113962,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,313.15,1.109045,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,318.15,1.104128,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,323.15,1.099205,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,328.15,1.094272,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,333.15,1.089342,10.1016/j.molliq.2015.06.041
gamma-butyrolactone,293.15,1.1286,10.1021/je990226l
gamma-butyrolactone,298.15,1.1239,10.1021/je990226l
gamma-butyrolactone,303.15,1.1188,10.1021/je990226l
gamma-butyrolactone,308.15,1.1139,10.1021/je990226l
gamma-butyrolactone,313.15,1.1091,10.1021/je990226l
gamma-butyrolactone,323.15,1.0994,10.1021/je990226l
gamma-butyrolactone,333.15,1.0894,10.1021/je990226l
dimethyl carbonate,293.15,1.069834,10.1016/j.molliq.2015.06.041
dimethyl carbonate,298.15,1.063247,10.1016/j.molliq.2015.06.041
dimethyl carbonate,303.15,1.056632,10.1016/j.molliq.2015.06.041
dimethyl carbonate,308.15,1.049983,10.1016/j.molliq.2015.06.041
dimethyl carbonate,313.15,1.043307,10.1016/j.molliq.2015.06.041
dimethyl carbonate,318.15,1.036590,10.1016/j.molliq.2015.06.041
dimethyl carbonate,323.15,1.029843,10.1016/j.molliq.2015.06.041
dimethyl carbonate,328.15,1.023050,10.1016/j.molliq.2015.06.041
dimethyl carbonate,333.15,1.016214,10.1016/j.molliq.2015.06.041
dimethyl carbonate,293.15,1.06954,10.1021/je049777o
dimethyl carbonate,298.15,1.06295,10.1021/je049777o
dimethyl carbonate,303.15,1.05635,10.1021/je049777o
dimethyl carbonate,313.15,1.04301,10.1021/je049777o
dimethyl carbonate,323.15,1.02959,10.1021/je049777o
dimethyl carbonate,333.15,1.01600,10.1021/je049777o
dimethyl carbonate,343.15,1.00232,10.1021/je049777o
thf,293.15,0.887074,10.1016/j.molliq.2015.06.041
thf,298.15,0.881611,10.1016/j.molliq.2015.06.041
thf,303.15,0.876111,10.1016/j.molliq.2015.06.041
thf,308.15,0.870589,10.1016/j.molliq.2015.06.041
thf,313.15,0.865023,10.1016/j.molliq.2015.06.041
thf,318.15,0.859414,10.1016/j.molliq.2015.06.041
thf,323.15,0.853769,10.1016/j.molliq.2015.06.041
thf,288.15,0.893293,10.1016/j.fluid.2014.04.002
thf,293.15,0.887865,10.1016/j.fluid.2014.04.002
thf,298.15, 0.882403,10.1016/j.fluid.2014.04.002
thf,303.15,0.876911,10.1016/j.fluid.2014.04.002
thf,308.15,0.871384,10.1016/j.fluid.2014.04.002
thf,313.15,0.865820,10.1016/j.fluid.2014.04.002
thf,318.15,0.860213,10.1016/j.fluid.2014.04.002
thf,323.15,0.854558,10.1016/j.fluid.2014.04.002
dmf,303.15,0.9387,10.1016/j.molliq.2016.03.072
dmf,313.15,0.9291,10.1016/j.molliq.2016.03.072
dmf,323.15,0.9195,10.1016/j.molliq.2016.03.072
dmf,298.15,0.9445,10.1021/je00020a026
dmf,303.15,0.93923,10.1021/acs.jced.5b00753
dmf,313.15,0.92964,10.1021/acs.jced.5b00753
dmf,323.15,0.92002,10.1021/acs.jced.5b00753
dmf,333.15,0.91033,10.1021/acs.jced.5b00753
dmf,303.15,0.93900,10.1021/je060301+
dmf,313.15,0.92942,10.1021/je060301+
dmf,323.15,0.91979,10.1021/je060301+
dmf,333.15,0.91010,10.1021/je060301+
dmso,303.15,1.09041,10.1021/acs.jced.5b00753
dmso,313.15,1.08037,10.1021/acs.jced.5b00753
dmso,323.15,1.07033,10.1021/acs.jced.5b00753
dmso,333.15,1.06029,10.1021/acs.jced.5b00753
dmso,303.15,1.09073,10.1021/je300316a
dmso,313.15,1.08069,10.1021/je300316a
dmso,323.15,1.07066,10.1021/je300316a
dmso,333.15,1.06063,10.1021/je300316a
dmso,293.15,1.10053,10.1021/je990271t
dmso,303.15,1.09049,10.1021/je990271t
dmso,313.15,1.08032,10.1021/je990271t
dmac,303.15,0.93169,10.1021/acs.jced.5b00753
dmac,313.15,0.92244,10.1021/acs.jced.5b00753
dmac,323.15,0.91317,10.1021/acs.jced.5b00753
dmac,333.15,0.90386,10.1021/acs.jced.5b00753
dmac,303.15,0.93158,10.1021/je060301+
dmac,313.15,0.92233,10.1021/je060301+
dmac,323.15,0.91305,10.1021/je060301+
dmac,333.15,0.90374,10.1021/je060301+
dmac,303.15,0.93168,10.1007/s10953-014-0273-1
dmac,313.15, 0.92244,10.1007/s10953-014-0273-1
dmac,323.15, 0.91316,10.1007/s10953-014-0273-1
dmac,333.15, 0.90375,10.1007/s10953-014-0273-1
isobutanol,288.15,0.80588,10.1021/acs.jced.6b00640
isobutanol,293.15,0.80203,10.1021/acs.jced.6b00640
isobutanol,298.15,0.79816,10.1021/acs.jced.6b00640
isobutanol,303.15,0.79425,10.1021/acs.jced.6b00640
isobutanol,308.15,0.79031,10.1021/acs.jced.6b00640
isobutanol,313.15,0.78631,10.1021/acs.jced.6b00640
isobutanol,318.15,0.78226,10.1021/acs.jced.6b00640
isobutanol,323.15,0.77814,10.1021/acs.jced.6b00640
isobutanol,288.15,0.80568,10.1016/S0378-3812(00)00300-9
isobutanol,298.15,0.79742,10.1016/S0378-3812(00)00300-9
isobutanol,308.15,0.79029,10.1016/S0378-3812(00)00300-9
isobutanol,318.15,0.78220,10.1016/S0378-3812(00)00300-9
isobutanol,298.15,0.79808,10.1021/je010249b
2-Butanone,288.15,0.81001,10.1016/S0378-3812(00)00300-9
2-Butanone,298.15,0.79961,10.1016/S0378-3812(00)00300-9
2-Butanone,303.15,0.79438,10.1016/S0378-3812(00)00300-9
2-Butanone,308.15,0.78918,10.1016/S0378-3812(00)00300-9
2-Butanone,313.15,0.78375,10.1016/S0378-3812(00)00300-9
2-Butanone,318.15,0.77837,10.1016/S0378-3812(00)00300-9
2-Butanone,278.15,0.820633,10.1023/a:1021463705444
2-Butanone,283.15,0.815472,10.1023/a:1021463705444
2-Butanone,288.15,0.810305,10.1023/a:1021463705444
2-Butanone,293.15,0.805129,10.1023/a:1021463705444
2-Butanone,298.15,0.799891,10.1023/a:1021463705444
2-Butanone,303.15,0.794672,10.1023/a:1021463705444
2-Butanone,308.15,0.789402,10.1023/a:1021463705444
2-Butanone,313.15,0.784122,10.1023/a:1021463705444
2-Butanone,318.15,0.778826,10.1023/a:1021463705444
2-Butanone,323.15,0.773531,10.1023/a:1021463705444
2-Butanone,328.15,0.768202,10.1023/a:1021463705444
2-Butanone,333.15,0.762849,10.1023/a:1021463705444
sec-Butanol,288.15,0.81044,10.1016/S0378-3812(00)00300-9
sec-Butanol,298.15,0.80206,10.1016/S0378-3812(00)00300-9
sec-Butanol,308.15,0.79398,10.1016/S0378-3812(00)00300-9
sec-Butanol,318.15,0.7850,10.1016/S0378-3812(00)00300-9
sec-Butanol,293.15,0.8062,10.1021/acs.jced.8b01097
sec-Butanol,298.15,0.8020,10.1021/acs.jced.8b01097
sec-Butanol,303.15,0.7979,10.1021/acs.jced.8b01097
sec-Butanol,308.15,0.7936,10.1021/acs.jced.8b01097
sec-Butanol,313.15,0.7892,10.1021/acs.jced.8b01097
sec-Butanol,318.15,0.7847,10.1021/acs.jced.8b01097
sec-Butanol,323.15,0.7802,10.1021/acs.jced.8b01097
sec-Butanol,288.15,0.810524,10.1021/je401036f
sec-Butanol,293.15,0.806487,10.1021/je401036f
sec-Butanol,298.15,0.802373,10.1021/je401036f
sec-Butanol,303.15,0.798174,10.1021/je401036f
sec-Butanol,308.15,0.793881,10.1021/je401036f
sec-Butanol,313.15,0.789487,10.1021/je401036f
sec-Butanol,318.15,0.784988,10.1021/je401036f
sec-Butanol,323.15,0.780380,10.1021/je401036f
sec-Butanol,328.15,0.775656,10.1021/je401036f
sec-Butanol,333.15,0.770820,10.1021/je401036f
m-xylene,293.15,0.8640,10.1016/j.molliq.2012.10.021
m-xylene,303.15,0.8550,10.1016/j.molliq.2012.10.021
m-xylene,313.15,0.8460,10.1016/j.molliq.2012.10.021
m-xylene,323.15,0.8380,10.1016/j.molliq.2012.10.021
m-xylene,293.15,0.86431,10.1016/j.molliq.2007.06.007
m-xylene,303.15,0.85564,10.1016/j.molliq.2007.06.007
m-xylene,313.15,0.8469,10.1016/j.molliq.2007.06.007
m-xylene,323.15,0.83809,10.1016/j.molliq.2007.06.007
m-xylene,333.15,0.82922,10.1016/j.molliq.2007.06.007
m-xylene,343.15,0.82029,10.1016/j.molliq.2007.06.007
o-xylene,293.15,0.8794,10.1016/j.molliq.2012.10.021
o-xylene,303.15, 0.8711,10.1016/j.molliq.2012.10.021
o-xylene,313.15,0.8626,10.1016/j.molliq.2012.10.021
o-xylene,323.15,0.8541,10.1016/j.molliq.2012.10.021
o-xylene,293.15,0.87984,10.1016/j.molliq.2007.06.007
o-xylene,303.15,0.87148,10.1016/j.molliq.2007.06.007
o-xylene,313.15,0.86303,10.1016/j.molliq.2007.06.007
o-xylene,323.15,0.85451,10.1016/j.molliq.2007.06.007
o-xylene,333.15,0.84591,10.1016/j.molliq.2007.06.007
o-xylene,343.15,0.83723,10.1016/j.molliq.2007.06.007
p-xylene,293.15,0.8605,10.1016/j.molliq.2012.10.021
p-xylene,303.15,0.8518,10.1016/j.molliq.2012.10.021
p-xylene,313.15,0.8430,10.1016/j.molliq.2012.10.021
p-xylene,323.15,0.8342,10.1016/j.molliq.2012.10.021
p-xylene,293.15,0.86095,10.1016/j.molliq.2007.06.007
p-xylene,303.15,0.8523,10.1016/j.molliq.2007.06.007
p-xylene,313.15,0.84357,10.1016/j.molliq.2007.06.007
p-xylene,323.15,0.83476,10.1016/j.molliq.2007.06.007
p-xylene,333.15,0.82586,10.1016/j.molliq.2007.06.007
p-xylene,343.15,0.81687,10.1016/j.molliq.2007.06.007
propylene glycol,293.15,1.03654,10.1002/bscb.19750841112
propylene glycol,298.15,1.03287,10.1002/bscb.19750841112
propylene glycol,303.15,1.02912,10.1002/bscb.19750841112
propylene glycol,308.15,1.02585,10.1002/bscb.19750841112
propylene glycol,313.15,1.02192,10.1002/bscb.19750841112
propylene glycol,318.15,1.0184,10.1002/bscb.19750841112
propylene glycol,293.15,1.0368,10.1016/j.molliq.2018.08.023
propylene glycol,298.15,1.0331,10.1016/j.molliq.2018.08.023
propylene glycol,303.15,1.0291,10.1016/j.molliq.2018.08.023
propylene glycol,308.15,1.0253,10.1016/j.molliq.2018.08.023
